Plot Number,Plant Number,Genotype,Stem Diameter,Tap Root dimeter,Overall,Nodule Size,Nodule Density,Number Adv/Up Roots,Lateral Root Denisty Adv/Up,Angle 1 Adv/Up,Angle 2 Adv/Up,Angle 3 Adv/Up,Angle 4 Adv/Up,Angle 5 Adv/Up,Number Lower Roots,Lateral Root Denisty Lower,Angle 1 Lower,Angle 2 Lower,Angle 3 Lower,Angle 4 Lower,Angle 5 Lower
3020,1,10,6,4,2,2,1,0,na,na,na,na,na,na,34,8,15,15,15,20,15
3020,2,10,6,4,3,2,1,0,na,na,na,na,na,na,22,7,5,5,10,10,10
3020,3,10,11,6,3,1,1,0,na,na,na,na,na,na,26,5,10,10,10,15,15
3020,4,10,9,5,2,2,2,2,13,20,10,na,na,na,18,9,10,10,5,20,15
3020,5,10,7,4,3,3,1,0,na,na,na,na,na,na,32,14,10,10,15,10,10
3021,1,16,6,5,2,1,1,0,na,na,na,na,na,na,26,8,15,15,10,10,15
3021,2,16,7,5,1,1,1,17,6,0,0,5,5,0,19,9,10,15,10,15,15
3021,3,16,8,5,2,1,1,0,na,na,na,na,na,na,20,8,0,0,5,5,30
3021,4,16,11,6,1,1,1,3,14,0,0,0,na,na,10,8,10,10,15,15,10
3021,5,16,7,4,1,1,1,0,na,na,na,na,na,na,27,11,5,5,20,25,20
3022,1,7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3022,2,7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3022,3,7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3022,4,7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3022,5,7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
3023,1,13,7,4,1,2,1,3,13,0,0,0,na,na,9,19,20,35,30,15,10
3023,2,13,5,3,1,4,2,2,18,0,0,na,na,na,15,11,40,30,20,30,25
3023,3,13,5,2,1,3,1,4,14,0,0,5,20,na,8,6,0,40,50,25,60
3023,4,13,6,4,2,3,3,5,16,0,0,0,0,0,18,15,0,0,0,20,10
3023,5,13,6,4,2,3,3,5,10,0,0,0,15,5,11,11,5,0,0,10,0
3024,1,14,5,5,2,3,3,0,na,na,na,na,na,na,17,16,0,0,5,5,5
3024,2,14,7,4,2,3,4,0,na,na,na,na,na,na,24,8,0,0,10,10,10
3024,3,14,7,4,3,3,3,19,18,0,0,0,5,0,13,20,0,10,20,50,0
3024,4,14,5,5,1,3,2,0,na,na,na,na,na,na,20,15,0,0,10,20,10
3024,5,14,5,4,3,3,3,0,na,na,na,na,na,na,21,19,55,10,10,0,10
4001,1,17,10,4,3,2,2,0,0,na,na,na,na,na,16,6,0,0,5,5,30
4001,2,17,9,6,2,3,3,0,0,na,na,na,na,na,28,7,0,0,5,5,10
4001,3,17,9,6,3,3,2,0,0,na,na,na,na,na,26,9,0,15,15,15,10
4001,4,17,9,5,2,3,2,5,4,0,0,5,5,na,16,13,5,5,0,0,20
4001,5,17,10,6,4,4,3,1,2,0,na,na,na,na,23,8,15,15,10,10,10
4002,1,24,14,8,1,3,2,2,14,0,0,na,na,na,10,4,35,30,55,40,40
4002,2,24,11,5,1,1,1,1,3,0,na,na,na,na,9,6,40,45,50,55,40
4002,3,24,10,9,1,3,2,3,10,5,5,0,na,na,7,4,10,10,15,15,10
4002,4,24,7,6,1,1,1,15,17,0,0,5,5,5,7,5,0,5,10,10,15
4002,5,24,7,6,1,1,1,2,3,15,15,0,na,na,5,8,40,50,35,40,35
4003,1,3,11,6,3,3,3,27,8,0,0,5,5,0,11,7,10,10,15,10,15
4003,2,3,12,6,2,4,2,7,14,5,5,0,0,5,12,7,0,0,10,10,5
4003,3,3,12,6,2,4,3,9,13,0,0,0,0,0,10,6,20,35,35,30,40
4003,4,3,11,8,3,4,4,0,0,na,na,na,na,na,25,9,0,0,5,5,10
4003,5,3,12,6,3,4,3,0,0,na,na,na,na,na,27,8,15,15,10,10,5
4004,1,8,10,6,1,3,2,0,0,na,na,na,na,na,27,15,15,10,10,10,10
4004,2,8,9,11,1,2,2,15,6,0,0,5,5,0,9,16,10,10,15,15,10
4004,3,8,9,7,1,3,2,1,6,0,na,na,na,na,19,11,20,20,25,25,30
4004,4,8,8,6,4,3,4,0,0,na,na,na,na,na,22,23,0,20,25,20,20
4004,5,8,7,4,3,3,4,1,9,0,na,na,na,na,15,11,0,0,20,20,20
4005,1,19,8,4,3,2,3,12,12,0,5,5,0,5,16,4,10,30,30,10,20
4005,2,19,9,4,3,3,2,0,na,na,na,na,na,na,34,8,0,10,20,35,40
4005,3,19,9,3,4,3,3,2,10,0,0,na,na,na,32,16,0,5,50,50,50
4005,4,19,11,7,4,3,2,4,16,0,5,10,0,na,22,14,30,20,40,50,45
4005,5,19,9,7,2,3,2,0,na,na,na,na,na,na,27,16,10,15,30,30,20
4006,1,6,8,8,3,3,3,3,6,0,0,0,na,na,19,14,10,5,0,40,20
4006,2,6,9,7,3,2,3,0,na,na,na,na,na,na,24,12,10,5,30,35,10
4006,3,6,12,6,3,3,4,6,8,0,0,5,10,5,27,22,5,20,20,20,30
4006,4,6,9,6,3,3,3,12,14,0,0,0,0,0,25,8,20,25,30,30,40
4006,5,6,9,6,1,3,3,0,na,na,na,na,na,na,22,8,20,30,20,20,20
4007,1,23,9,6,3,4,3,0,na,na,na,na,na,na,28,8,10,35,40,30,30
4007,2,23,12,7,2,3,2,2,10,0,5,na,na,na,25,6,0,5,10,10,15
4007,3,23,9,4,3,4,4,8,14,10,5,0,20,5,22,16,30,40,30,20,20
4007,4,23,12,4,3,3,1,6,4,0,10,5,0,5,26,10,20,25,20,15,40
4007,5,23,10,7,3,3,3,3,6,20,15,10,na,na,25,13,20,0,10,5,10
4008,1,5,9,5,3,2,1,0,na,na,na,na,na,na,22,12,20,40,60,25,40
4008,2,5,9,5,3,2,2,0,na,na,na,na,na,na,25,8,0,5,10,30,25
4008,3,5,10,8,2,3,2,5,4,0,0,0,0,0,19,14,5,0,10,20,10
4008,4,5,8,4,2,2,1,0,na,na,na,na,na,na,14,12,0,10,5,25,45
4008,5,5,7,3,2,1,1,5,6,0,5,0,10,0,14,10,5,20,40,30,20
4009,1,22,10,5,1,2,1,2,6,0,0,na,na,na,17,6,20,25,30,40,10
4009,2,22,11,5,1,2,1,0,na,na,na,na,na,na,18,8,10,15,20,10,20
4009,3,22,12,5,3,2,1,4,12,0,0,na,na,na,17,10,30,30,25,10,30
4009,4,22,7,3,3,3,3,6,6,0,0,0,0,0,11,8,30,25,25,30,30
4009,5,22,10,6,3,2,2,0,na,na,na,na,na,na,29,4,0,15,25,30,35
4010,1,16,7,3,3,3,3,0,na,na,na,na,na,na,18,6,0,0,0,10,30
4010,2,16,7,4,3,1,2,3,6,10,10,10,na,na,22,20,20,20,30,25,45
4010,3,16,9,7,3,3,3,0,na,na,na,na,na,na,29,8,10,5,0,30,20
4010,4,16,9,4,3,3,3,0,na,na,na,na,na,na,18,12,20,10,30,30,40
4010,5,16,6,4,2,3,3,0,na,na,na,na,na,na,26,16,10,20,20,20,20
4011,1,11,9,5,1,1,1,15,8,5,5,5,0,0,11,3,20,25,20,20,25
4011,2,11,8,6,2,3,3,16,9,0,0,5,5,0,10,9,40,40,45,50,50
4011,3,11,7,6,1,1,1,12,9,0,0,0,5,5,3,5,40,45,40,na,na
4011,4,11,9,6,2,2,1,3,14,0,0,5,na,na,15,11,0,0,5,5,10
4011,5,11,9,7,1,1,1,17,8,0,0,5,5,5,4,6,20,20,25,25,na
4012,1,12,9,6,3,3,3,19,6,5,5,0,0,5,11,7,10,10,10,15,15
4012,2,12,9,6,3,3,3,0,0,na,na,na,na,na,25,14,25,25,25,20,30
4012,3,12,9,8,3,3,3,7,5,5,5,15,15,10,16,6,10,15,15,15,20
4012,4,12,9,6,3,3,3,0,0,na,na,na,na,na,17,12,0,0,5,5,0
4012,5,12,12,8,3,2,2,8,8,0,0,5,5,5,17,8,0,0,0,0,5
4013,1,1,9,6,4,3,4,0,na,na,na,na,na,na,15,17,0,5,5,15,15
4013,2,1,11,7,4,4,3,5,11,5,5,0,0,0,30,7,5,5,0,0,5
4013,3,1,9,6,4,4,4,0,na,na,na,na,na,na,28,8,5,5,0,0,25
4013,4,1,11,6,4,4,4,0,na,na,na,na,na,na,39,18,40,45,50,55,20
4013,5,1,12,6,3,3,3,0,na,na,na,na,na,na,32,8,0,0,0,5,5
4014,1,14,7,5,1,3,2,7,8,0,0,5,0,0,13,10,10,40,20,40,40
4014,2,14,8,6,1,2,1,0,na,na,na,na,na,na,25,8,5,40,15,5,20
4014,3,14,8,6,3,3,3,5,6,30,20,10,5,na,16,8,20,30,60,65,45
4014,4,14,7,5,2,3,3,1,4,0,na,na,na,na,12,4,20,40,20,40,5
4014,5,14,9,7,1,1,2,4,6,0,0,0,0,0,12,4,5,0,10,20,0
4015,1,21,11,5,3,4,3,4,5,30,30,35,50,na,20,12,5,5,5,5,5
4015,2,21,7,5,3,3,3,0,na,na,na,na,na,na,18,11,5,5,5,5,15
4015,3,21,6,4,1,2,1,2,6,0,0,na,na,na,11,8,5,5,5,10,10
4015,4,21,9,6,3,3,3,12,11,5,5,5,5,0,17,9,10,10,15,10,10
4015,5,21,9,6,3,3,3,10,13,0,0,5,5,5,12,13,20,20,25,25,20
4016,1,2,10,6,3,4,3,1,4,0,na,na,na,na,13,0,0,0,5,10,30
4016,2,2,9,3,3,4,4,6,16,0,10,10,10,na,6,8,30,30,30,20,20
4016,3,2,9,4,3,2,2,12,12,0,0,0,0,0,18,16,0,0,10,0,5
4016,4,2,10,4,2,3,1,5,4,0,0,0,0,0,8,12,0,30,50,70,10
4016,5,2,11,7,3,4,4,1,12,0,na,na,na,na,18,16,20,20,30,10,40
4017,1,7,9,7,4,3,3,2,16,5,5,na,na,na,18,22,20,50,20,60,40
4017,2,7,9,6,3,3,3,14,12,0,0,0,5,0,9,4,20,20,40,30,40
4017,3,7,7,6,4,3,2,0,na,na,na,na,na,na,25,16,10,20,30,20,25
4017,4,7,9,4,1,3,1,2,4,10,10,na,na,na,8,10,20,10,15,10,20
4017,5,7,10,6,4,3,3,4,12,0,0,0,0,na,28,16,10,10,20,30,20
4018,1,20,10,3,1,3,1,5,6,0,0,0,0,0,12,6,0,0,0,40,0
4018,2,20,8,6,3,3,3,12,16,5,10,0,5,10,14,8,20,40,50,60,60
4018,3,20,8,4,1,2,1,9,8,5,5,0,0,5,10,8,0,5,10,10,20
4018,4,20,10,6,1,2,1,4,6,0,0,0,0,na,14,8,10,10,20,40,20
4018,5,20,8,6,1,1,1,10,14,0,0,0,0,0,7,4,30,30,40,30,30
4019,1,9,7,5,3,3,3,2,8,0,0,na,na,na,17,10,0,10,5,5,0
4019,2,9,7,4,3,4,4,0,na,na,na,na,na,na,14,12,20,5,0,20,30
4019,3,9,9,4,3,3,2,0,na,na,na,na,na,na,24,12,30,40,30,20,25
4019,4,9,7,3,3,3,3,4,10,0,5,5,5,na,14,8,30,30,20,40,30
4019,5,9,11,6,2,3,3,2,8,0,0,na,na,na,14,14,0,10,20,10,15
4020,1,4,13,6,3,2,2,18,14,0,0,0,0,0,15,11,30,30,35,35,30
4020,2,4,11,6,3,4,3,19,7,25,25,25,30,30,8,9,15,15,15,15,15
4020,3,4,11,6,2,3,2,8,16,0,0,5,5,5,9,16,25,25,25,20,20
4020,4,4,13,8,2,2,1,17,11,20,20,25,25,20,9,8,0,0,0,5,5
4020,5,4,8,6,2,4,1,10,8,0,0,5,5,5,10,5,30,35,30,30,35
4021,1,13,10,6,1,3,1,0,na,na,na,na,na,na,12,6,20,0,60,20,10
4021,2,13,8,3,1,3,3,0,na,na,na,na,na,na,17,12,0,10,15,10,15
4021,3,13,8,3,1,3,2,3,6,5,10,5,na,na,8,12,20,30,40,10,10
4021,4,13,12,4,1,2,1,2,12,5,0,na,na,na,12,8,20,25,20,40,20
4021,5,13,6,3,1,3,3,2,8,10,5,na,na,na,8,12,50,40,70,60,80
4022,1,15,10,7,1,4,3,0,na,na,na,na,na,na,16,16,20,20,20,50,50
4022,2,15,9,6,6,1,3,4,5,4,0,10,5,0,14,8,10,20,10,30,20
4022,3,15,5,4,1,3,3,3,16,10,5,0,na,na,14,8,10,30,50,50,30
4022,4,15,9,6,1,4,4,1,10,0,na,na,na,na,21,4,0,0,20,30,20
4022,5,15,9,9,4,3,3,12,14,0,10,0,0,5,11,6,10,0,0,20,5
4023,1,18,9,4,1,4,3,4,12,0,0,0,0,0,14,6,0,50,50,40,40
4023,2,18,12,3,1,3,1,0,na,na,na,na,na,na,16,8,0,0,0,0,30
4023,3,18,9,4,1,2,1,2,18,15,15,na,na,na,14,10,10,20,20,30,60
4023,4,18,7,4,1,4,4,5,10,0,0,0,0,0,14,6,10,0,10,40,30
4023,5,18,8,3,1,3,1,1,8,0,na,na,na,na,13,8,10,30,40,10,40
4024,1,10,11,5,3,3,3,3,11,0,0,5,na,na,16,8,45,50,40,45,40
4024,2,10,15,8,1,1,1,4,12,0,0,5,5,na,17,7,5,5,5,5,10
4024,3,10,10,6,1,1,1,0,0,na,na,na,na,na,18,15,25,25,30,30,35
4024,4,10,7,7,3,3,3,0,0,na,na,na,na,na,23,14,5,5,0,0,0
4024,5,10,9,6,3,2,3,0,0,na,na,na,na,na,25,15,0,0,5,5,0
101,1,na,11,6,2,2,2,1,7,15,na,na,na,na,23,11,5,5,0,5,5
101,2,na,11,6,2,2,2,0,na,na,na,na,na,na,24,9,15,15,20,25,25
101,3,na,11,6,2,2,3,0,na,na,na,na,na,na,26,12,0,0,20,20,30
101,4,na,8,4,1,1,3,8,0,0,0,0,5,0,6,7,0,0,0,0,0
101,5,na,6,3,1,1,1,8,3,0,0,5,5,5,7,8,0,25,60,65,50
102,1,na,5,6,3,4,3,16,10,5,5,10,10,20,11,12,10,10,15,20,20
102,2,na,7,8,3,3,2,0,na,na,na,na,na,na,22,14,10,20,20,20,30
102,3,na,6,6,2,3,2,9,12,5,5,10,5,10,14,8,30,10,15,15,20
102,4,na,7,8,2,3,3,12,7,5,10,15,10,10,12,10,10,10,20,20,20
102,5,na,7,7,2,3,2,10,9,0,0,5,5,10,16,10,10,10,10,25,10
103,1,na,10,9,2,3,2,32,10,5,5,10,10,45,18,10,10,15,10,30,20
103,2,na,9,8,1,3,2,16,9,5,5,10,10,30,16,6,30,30,20,20,10
103,3,na,9,10,3,3,3,22,10,0,0,10,10,20,14,7,10,10,20,40,30
103,4,na,5,7,2,3,2,15,9,0,0,5,20,10,23,8,30,20,20,10,15
103,5,na,5,6,2,3,2,13,6,5,5,10,10,10,22,8,15,35,20,20,25
104,1,na,7,5,2,3,1,6,6,10,0,0,0,0,10,10,0,0,0,10,10
104,2,na,8,7,1,1,1,0,na,na,na,na,na,na,19,6,10,20,0,5,10
104,3,na,7,6,2,3,1,4,8,0,0,0,0,na,12,8,20,0,0,30,0
104,4,na,5,6,1,1,1,8,10,0,0,0,0,0,13,8,30,5,5,40,30
104,5,na,6,5,2,1,1,0,na,na,na,na,na,na,26,10,20,20,5,10,40
201,1,na,13,9,2,3,2,2,3,0,0,na,na,na,23,4,0,0,10,0,0
201,2,na,6,3,2,2,2,0,na,na,na,na,na,na,18,6,5,0,10,0,5
201,3,na,7,4,2,3,3,0,na,na,na,na,na,na,8,21,10,20,30,20,10
201,4,na,9,7,2,3,1,12,4,5,0,0,10,0,8,8,10,40,30,20,10
201,5,na,9,5,2,3,2,0,na,na,na,na,na,na,18,8,0,0,5,0,0
202,1,na,7,6,3,2,3,0,na,na,na,na,na,na,19,11,0,0,30,30,45
202,2,na,11,6,1,1,0,na,na,na,na,na,na,na,11,12,35,30,40,35,30
202,3,na,10,6,1,2,1,3,7,0,5,5,na,na,14,10,20,15,25,20,20
202,4,na,8,6,1,2,2,5,8,0,0,5,5,0,8,6,40,45,45,40,50
202,5,na,9,6,3,3,2,1,9,0,na,na,na,na,24,8,20,20,20,10,10
203,1,na,11,6,3,2,3,17,7,35,30,35,30,30,12,9,20,20,20,30,20
203,2,na,7,6,2,2,2,0,na,na,na,na,na,na,28,6,15,15,10,15,15
203,3,na,7,6,1,2,1,1,7,5,na,na,na,na,17,8,25,30,35,20,20
203,4,na,7,6,2,2,1,0,na,na,na,na,na,na,17,8,25,25,50,50,35
203,5,na,11,6,3,2,2,0,na,na,na,na,na,na,24,9,35,35,40,50,45
204,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
204,2,na,11,6,2,3,2,8,11,0,0,0,0,0,14,5,10,10,15,15,10
204,3,na,9,6,2,2,2,9,8,0,0,0,5,5,15,6,15,15,15,15,20
204,4,na,9,6,2,3,2,22,11,15,15,10,10,10,8,8,15,15,20,15,20
204,5,na,6,4,2,3,2,0,na,na,na,na,na,na,20,17,10,10,15,15,10
301,1,na,7,5,2,1,1,5,12,0,0,5,20,15,9,8,50,40,30,5,10
301,2,na,6,4,3,3,3,0,na,na,na,na,na,na,14,8,10,20,20,50,20
301,3,na,7,4,4,3,4,8,10,0,5,10,10,5,15,13,20,20,5,0,0
301,4,na,7,3,3,3,3,0,na,na,na,na,na,na,15,12,20,10,20,20,30
301,5,na,7,4,2,2,1,3,4,0,0,0,na,na,14,5,5,20,20,50,50
302,1,na,8,6,3,4,3,0,na,na,na,na,na,na,15,7,5,5,5,5,5
302,2,na,9,6,2,2,2,0,na,na,na,na,na,na,22,8,0,0,0,5,5
302,3,na,7,6,1,1,1,0,na,na,na,na,na,na,31,13,0,0,5,5,5
302,4,na,8,6,1,3,2,0,na,na,na,na,na,na,22,14,0,0,5,5,0
302,5,na,9,6,2,4,3,14,11,0,0,5,5,5,19,11,20,45,45,40,20
303,1,na,9,6,2,3,3,7,12,0,0,0,0,0,7,6,5,30,20,10,10
303,2,na,10,6,2,4,3,3,10,0,0,10,na,na,8,10,20,20,20,10,30
303,3,na,9,6,3,2,2,8,14,0,0,0,0,0,12,8,0,5,20,15,10
303,4,na,9,4,3,2,2,0,na,na,na,na,na,na,11,12,10,10,15,20,20
303,5,na,8,5,4,3,2,0,na,na,na,na,na,na,13,14,5,10,20,30,30
304,1,na,11,8,3,2,2,0,na,na,na,na,na,na,24,7,0,0,0,5,10
304,2,na,9,6,4,4,3,0,na,na,na,na,na,na,20,10,0,0,10,10,10
304,3,na,7,5,3,4,3,0,na,na,na,na,na,na,30,9,0,5,5,0,0
304,4,na,7,4,3,2,3,0,na,na,na,na,na,na,32,9,0,5,5,5,0
304,5,na,7,6,1,2,1,0,na,na,na,na,na,na,26,11,0,0,5,5,0
401,1,na,9,7,1,2,1,2,3,0,0,na,na,na,11,14,40,30,45,30,40
401,2,na,9,8,1,2,2,5,7,15,15,20,20,10,17,10,50,35,35,20,20
401,3,na,9,6,1,3,2,16,11,30,20,25,20,20,11,7,15,45,40,45,50
401,4,na,11,9,1,3,3,13,9,0,0,5,5,0,15,11,40,35,30,35,50
401,5,na,10,6,2,2,3,18,15,20,20,25,25,20,15,8,45,40,15,15,45
402,1,na,8,6,3,2,1,4,8,0,0,5,0,na,13,8,0,5,5,10,15
402,2,na,9,7,2,3,3,0,na,na,na,na,na,na,16,6,20,20,50,40,30
402,3,na,10,6,1,2,1,0,na,na,na,na,na,na,9,6,10,10,10,30,20
402,4,na,9,4,3,3,3,4,8,0,20,5,na,na,8,10,10,20,40,30,20
402,5,na,5,4,1,3,1,1,12,0,na,na,na,na,7,9,0,20,30,10,5
403,1,na,8,6,3,3,1,0,na,na,na,na,na,na,34,6,0,0,20,10,40
403,2,na,13,8,3,3,3,11,16,0,0,0,0,0,26,8,0,0,10,5,20
403,3,na,11,8,3,3,3,0,na,na,na,na,na,na,30,8,10,20,20,30,30
403,4,na,12,8,1,2,1,12,14,0,5,10,5,5,14,8,10,30,10,5,30
403,5,na,9,8,3,3,2,0,na,na,na,na,na,na,21,8,30,40,30,40,40
404,1,na,6,4,2,2,2,0,na,na,na,na,na,na,30,14,0,0,5,5,5
404,2,na,6,3,2,3,3,0,na,na,na,na,na,na,28,16,15,15,15,10,10
404,3,na,7,6,4,3,3,0,na,na,na,na,na,na,25,13,0,0,10,10,5
404,4,na,6,4,2,2,3,0,na,na,na,na,na,na,0,0,20,40,40,55,50
404,5,na,7,5,3,3,3,0,na,na,na,na,na,na,28,14,0,0,0,5,5
101,1,18,8,5,3,2,2,0,na,na,na,na,na,na,37,9,10,10,15,20,25
101,2,18,9,4,3,3,2,0,na,na,na,na,na,na,28,10,20,25,30,35,40
101,3,18,11,10,4,3,3,2,4,0,10,na,na,na,35,10,20,20,25,30,35
101,4,18,12,7,4,3,2,6,3,0,0,5,5,5,36,8,10,10,25,30,40
101,5,18,7,5,3,2,2,0,na,na,na,na,na,na,32,9,0,0,5,10,20
102,1,5,6,3,3,2,2,8,8,5,5,10,10,10,21,9,10,20,20,25,30
102,2,5,8,5,3,3,3,3,4,5,5,10,na,na,17,10,10,10,20,20,20
102,3,5,4,3,3,3,3,0,na,na,na,na,na,na,23,10,10,10,20,20,25
102,4,5,8,5,3,3,2,0,na,na,na,na,na,na,23,6,5,5,10,20,20
102,5,5,9,4,3,3,2,0,na,na,na,na,na,na,19,9,20,15,30,35,40
103,1,12,5,5,3,3,2,7,7,0,0,5,5,10,18,9,5,10,30,30,20
103,2,12,10,6,3,3,3,6,8,0,0,5,5,5,18,8,10,20,20,25,30
103,3,12,9,7,3,3,3,0,na,na,na,na,na,na,32,10,10,10,15,20,25
103,4,12,9,7,3,3,3,8,10,0,5,10,10,5,18,8,20,30,35,40,20
103,5,12,9,5,3,3,3,3,5,0,0,5,na,na,23,8,20,25,30,40,40
104,1,20,12,4,2,2,2,2,6,0,0,na,na,na,19,18,0,0,10,5,15
104,2,20,8,5,3,2,3,3,10,0,0,0,na,na,20,17,10,10,0,0,5
104,3,20,9,5,2,2,2,4,6,0,0,0,0,na,21,8,0,0,20,20,20
104,4,20,12,6,2,2,1,4,6,0,0,5,0,na,17,18,0,20,30,20,15
104,5,20,13,5,2,2,1,2,8,0,0,na,na,na,19,12,0,0,0,5,10
105,1,10,8,4,3,4,3,2,4,0,5,na,na,na,18,14,0,0,20,15,20
105,2,10,8,5,3,3,3,1,14,0,na,na,na,na,28,12,0,0,0,20,15
105,3,10,9,4,3,3,3,2,3,0,0,na,na,na,19,18,0,35,20,30,20
105,4,10,7,3,3,4,3,3,10,0,0,0,na,na,19,8,0,0,20,10,5
105,5,10,11,5,3,2,2,2,12,0,0,na,na,na,17,6,10,5,15,30,30
106,1,8,13,6,3,3,2,3,12,0,0,0,na,na,16,12,0,30,15,40,30
106,2,8,10,5,4,3,4,4,8,0,0,0,0,na,15,16,0,5,5,10,15
106,3,8,11,5,3,3,2,4,8,0,0,10,0,na,18,12,20,10,10,10,15
106,4,8,11,8,3,3,1,6,16,0,0,0,15,0,13,12,0,0,30,10,30
106,5,8,8,4,3,2,2,5,14,0,0,0,0,0,10,8,20,10,20,15,20
107,1,3,8,4,2,1,1,5,14,0,0,15,5,5,9,8,10,30,15,20,10
107,2,3,10,5,2,3,3,4,12,0,0,0,0,na,7,8,0,0,0,5,0
107,3,3,10,5,3,4,4,0,na,na,na,na,na,na,17,10,0,0,20,25,20
107,4,3,8,5,2,2,2,3,14,10,0,0,na,na,16,6,20,20,30,30,40
107,5,3,10,6,3,3,4,0,na,na,na,na,na,na,17,12,0,0,0,20,0
108,1,17,9,5,2,2,3,8,8,0,0,0,0,0,7,5,0,0,5,10,20
108,2,17,11,3,2,2,3,1,16,0,na,na,na,na,11,10,25,20,20,10,10
108,3,17,10,5,3,3,3,2,12,0,0,na,na,na,14,8,0,10,20,25,20
108,4,17,11,5,2,3,1,4,8,0,0,0,0,na,13,6,0,30,30,30,30
108,5,17,9,5,3,4,4,1,3,0,na,na,na,na,15,15,10,5,5,20,20
109,1,15,10,5,3,3,3,6,5,0,0,5,10,10,13,7,10,25,30,40,20
109,2,15,13,5,3,3,2,4,6,5,5,10,10,na,21,8,5,10,20,20,25
109,3,15,10,4,3,2,2,5,7,0,0,5,5,10,16,7,5,20,20,25,30
109,4,15,9,5,3,3,3,10,8,0,0,5,5,10,17,5,10,10,20,25,35
109,5,15,10,7,3,3,3,9,9,0,0,5,5,5,15,8,10,20,20,25,25
110,1,4,10,5,3,4,3,2,10,40,20,na,na,na,16,10,10,10,5,5,10
110,2,4,11,5,3,3,4,0,na,na,na,na,na,na,23,13,0,40,0,5,0
110,3,4,9,4,3,4,3,7,5,0,5,0,5,10,18,10,0,10,0,10,20
110,4,4,9,4,2,4,2,0,na,na,na,na,na,na,22,9,0,5,0,5,20
110,5,4,12,5,2,4,3,12,10,30,0,0,0,0,15,12,0,0,10,35,0
111,1,11,8,6,3,3,3,0,na,na,na,na,na,na,31,10,10,20,20,25,30
111,2,11,10,8,3,4,3,0,na,na,na,na,na,na,24,9,5,10,20,30,35
111,3,11,6,4,1,3,3,0,na,na,na,na,na,na,17,9,10,15,30,40,50
111,4,11,9,5,2,2,1,6,8,0,0,0,5,5,10,7,20,20,30,35,20
111,5,11,10,8,2,4,2,6,8,0,0,0,5,5,18,6,10,10,25,30,40
112,1,7,8,5,3,3,3,7,12,10,15,15,20,25,20,9,20,30,35,40,45
112,2,7,5,4,2,2,1,6,8,na,20,20,10,15,17,7,20,25,30,35,40
112,3,7,7,5,2,2,1,4,8,10,20,20,25,na,13,10,5,10,20,20,25
112,4,7,6,4,2,2,1,0,na,na,na,na,na,na,23,11,20,20,25,40,30
112,5,7,10,8,3,1,1,8,7,5,10,15,15,10,16,7,10,15,20,20,35
113,1,16,12,10,2,3,2,0,na,na,na,na,na,na,21,7,20,20,15,15,30
113,2,16,10,8,3,3,2,0,na,na,na,na,na,na,18,8,5,10,15,25,30
113,3,16,11,7,3,3,3,6,7,0,0,5,5,10,20,7,10,10,20,30,35
113,4,16,10,5,3,3,3,0,na,na,na,na,na,na,20,8,0,0,5,10,5
113,5,16,10,8,3,3,3,7,6,0,0,5,5,5,23,8,10,20,25,30,40
114,1,13,8,4,2,3,2,2,8,10,10,na,na,na,14,8,10,10,5,5,0
114,2,13,8,4,2,1,1,0,na,na,na,na,na,na,17,10,0,0,15,10,15
114,3,13,9,5,3,3,1,6,12,20,30,0,20,20,12,8,30,20,20,20,20
114,4,13,13,8,2,3,4,4,12,20,0,0,20,na,13,6,0,0,0,0,20
114,5,13,8,5,2,3,1,4,12,0,10,10,20,na,9,10,20,15,0,5,0
115,1,19,10,4,3,2,1,4,4,5,0,0,0,na,18,8,20,20,50,30,20
115,2,19,9,4,3,2,2,5,12,0,0,10,5,5,14,12,50,60,50,50,40
115,3,19,11,5,3,3,3,0,na,na,na,na,na,na,19,10,0,0,0,40,30
115,4,19,10,5,3,3,2,5,8,0,0,0,0,0,19,8,30,30,35,20,25
115,5,19,9,6,4,4,3,3,12,0,0,0,na,na,20,14,10,15,10,40,35
116,1,2,5,3,2,2,2,1,6,10,na,na,na,na,16,10,20,30,0,15,20
116,2,2,10,6,3,3,3,2,12,10,0,na,na,na,19,12,10,5,10,15,20
116,3,2,8,6,3,3,2,0,na,na,na,na,na,na,15,10,20,0,20,20,10
116,4,2,10,6,2,3,1,4,9,0,0,20,0,na,10,8,20,30,20,30,5
116,5,2,10,5,3,4,4,0,na,na,na,na,na,na,29,10,0,5,20,20,15
117,1,9,10,7,3,3,4,2,16,0,10,na,na,na,15,8,20,20,30,30,5
117,2,9,9,8,2,3,3,1,8,0,na,na,na,na,11,10,20,40,40,10,5
117,3,9,10,6,3,4,3,5,13,30,30,0,0,0,8,6,0,0,15,20,20
117,4,9,8,4,2,2,1,1,10,0,na,na,na,na,15,7,5,10,15,10,5
